urun_id,urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,özelli̇kler_suya_dayanıklılık,ekran_ekran_teknolojisi_Dynamic AMOLED,ekran_ekran_teknolojisi_IPS LCD,ekran_ekran_teknolojisi_OLED,ekran_ekran_teknolojisi_PLS,ekran_ekran_teknolojisi_Super AMOLED,ekran_ekran_teknolojisi_TFT LCD,ekran_ekran_çözünürlüğü_standardı_FHD+,ekran_ekran_çözünürlüğü_standardı_HD,ekran_ekran_çözünürlüğü_standardı_HD+,ekran_ekran_çözünürlüğü_standardı_QHD+,ekran_ekran_çözünürlüğü_standardı_SD,kamera_video_kayıt_çözünürlüğü_1440p (Quad HD) 2K,kamera_video_kayıt_çözünürlüğü_2160p (Ultra HD) 4K,kamera_video_kayıt_çözünürlüğü_4320p (Ultra HD) 8K,kamera_video_kayıt_çözünürlüğü_480p,kamera_video_kayıt_çözünürlüğü_720p (HD),kamera_video_kayıt_çözünürlüğü_Unknown,tasarim_gövde_malzemesi_kapak_Cam | Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Cam | Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Fiberglass,tasarim_gövde_malzemesi_kapak_Fiberglass | Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Metal,tasarim_gövde_malzemesi_kapak_Plastik,tasarim_gövde_malzemesi_kapak_Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Plastik (Metalik Görünümlü),tasarim_gövde_malzemesi_kapak_PoliKarbonat (Metalik Görünümlü),tasarim_gövde_malzemesi_kapak_Polikarbonat,tasarim_gövde_malzemesi_kapak_Polimer (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Unknown,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi_BlackBerry OS,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi_iOS
624,9.02401079378469,32.0,6.51,60.0,5000.0,0,33.0,0,13.0,0.0,30.0,5.0,8.0,12.0,655.2,4.0,64.0,8.19,183.0,0.0,1,1,1,1,5.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
626,10.308820318554131,65.0,6.67,120.0,4700.0,1,120.0,0,64.0,0.0,60.0,20.0,8.0,4.0,655.2,12.0,256.0,8.5,210.0,0.0,1,1,1,1,5.2,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
629,9.392816916758878,45.0,6.5,90.0,5000.0,1,18.0,0,48.0,0.0,30.0,8.0,8.0,7.0,655.2,4.0,128.0,8.92,190.0,0.0,1,1,1,1,5.1,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
630,9.23446599458982,47.0,6.49,90.0,4300.0,1,30.0,0,64.0,0.0,30.0,16.0,8.0,8.0,655.2,6.0,128.0,8.95,190.0,0.0,1,1,1,1,5.1,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
637,8.736368881169062,21.0,5.0,60.0,2300.0,0,33.0,0,13.0,0.0,30.0,8.0,8.0,28.0,655.2,2.0,16.0,7.9,137.4,0.0,1,1,1,1,4.1,1.0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
638,9.349695275000323,52.0,6.7,90.0,5000.0,1,25.0,0,50.0,1.0,30.0,13.0,8.0,5.0,440.5,4.0,128.0,7.5,192.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
639,8.686488608569949,35.0,6.7,120.0,5000.0,0,33.0,0,13.0,0.0,30.0,8.0,8.0,12.0,243.1,3.0,64.0,8.35,188.0,0.0,1,1,1,1,5.3,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
640,9.615805480084347,53.0,6.67,120.0,5000.0,1,80.0,0,50.0,0.0,30.0,32.0,8.0,6.0,373.8,8.0,256.0,7.79,190.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
642,9.445414075182084,51.0,6.4,90.0,5000.0,1,67.0,0,108.0,0.0,30.0,16.0,8.0,6.0,427.2,8.0,256.0,7.95,178.0,0.0,1,1,1,1,5.2,1.0,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
643,8.906260588914671,34.0,6.5,60.0,5000.0,0,33.0,0,8.0,0.0,30.0,5.0,8.0,12.0,655.2,4.0,128.0,9.1,190.0,0.0,1,1,1,1,5.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
644,9.778880788108214,57.0,6.55,120.0,4300.0,1,67.0,0,108.0,0.0,30.0,32.0,8.0,6.0,598.1,8.0,256.0,7.29,173.0,0.0,1,1,1,1,5.2,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
646,9.210340371976184,31.0,6.5,60.0,5000.0,0,33.0,0,48.0,0.0,30.0,5.0,8.0,12.0,210.8,4.0,64.0,9.1,196.0,0.0,1,1,1,1,5.0,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
648,11.407564949312402,71.0,6.1,120.0,3095.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1484600.0,6.0,256.0,7.65,204.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
651,9.457200449907708,39.0,6.51,60.0,5000.0,1,18.0,0,13.0,0.0,30.0,16.0,8.0,12.0,655.2,4.0,128.0,8.4,192.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
652,9.925930319046618,41.0,6.67,60.0,5000.0,1,22.5,0,48.0,0.0,60.0,8.0,8.0,14.0,221.9,4.0,128.0,9.26,206.0,0.0,1,1,1,1,5.1,0.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
657,7.868445598152976,18.0,5.0,60.0,2600.0,0,33.0,0,13.0,0.0,30.0,5.0,4.0,28.0,655.2,1.5,8.0,7.9,146.0,0.0,1,1,1,1,4.1,0.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
658,8.4252971767117,20.0,5.5,60.0,3100.0,0,33.0,0,8.0,0.0,30.0,2.0,6.0,28.0,655.2,2.0,16.0,8.6,162.5,0.0,0,0,1,1,4.0,1.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
661,8.923324744067562,38.0,6.6,90.0,5000.0,0,33.0,0,50.0,0.0,30.0,8.0,8.0,12.0,655.2,8.0,128.0,8.4,192.0,0.0,1,1,1,1,5.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
662,9.349886638921156,51.0,6.78,120.0,5000.0,1,33.0,0,108.0,0.0,30.0,32.0,8.0,6.0,428.6,8.0,256.0,8.25,199.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
664,9.711115659888671,54.0,6.78,120.0,5000.0,1,44.0,0,64.0,1.0,60.0,16.0,8.0,6.0,480.2,8.0,256.0,7.89,177.0,0.0,1,1,1,1,5.1,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
665,8.974744612722734,36.0,6.52,90.0,5000.0,0,33.0,0,50.0,0.0,30.0,8.0,8.0,12.0,655.2,4.0,128.0,8.9,204.0,0.0,1,1,1,1,5.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
666,9.881047650686535,58.0,6.55,120.0,4500.0,1,67.0,0,50.0,0.0,30.0,32.0,8.0,4.0,658.9,8.0,256.0,7.23,171.0,0.0,1,1,1,1,5.2,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
667,9.169522544113914,38.0,6.7,60.0,5000.0,1,25.0,0,50.0,0.0,60.0,8.0,8.0,12.0,227.1,4.0,128.0,8.8,195.0,0.0,1,1,1,1,5.3,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
668,9.351760069949703,42.0,6.6,60.0,5000.0,1,15.0,0,50.0,0.0,30.0,8.0,8.0,8.0,655.2,4.0,128.0,8.8,195.0,0.0,1,1,1,1,5.0,0.0,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
671,9.615805480084347,37.0,6.5,90.0,5000.0,1,15.0,0,48.0,0.0,30.0,8.0,8.0,8.0,655.2,4.0,64.0,9.7,214.0,0.0,1,1,1,1,5.0,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
673,10.25547452508821,55.0,6.7,60.0,3300.0,1,15.0,1,12.0,1.0,60.0,10.0,8.0,7.0,655.2,8.0,256.0,6.9,183.0,0.0,1,1,1,1,5.0,1.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
677,9.615805480084347,52.0,6.67,120.0,5000.0,1,80.0,0,50.0,0.0,30.0,8.0,8.0,6.0,365.1,8.0,256.0,7.79,188.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
678,9.252700383142242,43.0,6.67,90.0,5000.0,1,45.0,0,50.0,0.0,30.0,8.0,8.0,12.0,265.3,6.0,128.0,7.64,185.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
679,9.179881164491475,41.0,6.74,90.0,5000.0,1,18.0,0,50.0,0.0,30.0,8.0,8.0,12.0,241.8,6.0,128.0,8.09,192.0,0.0,1,1,1,1,5.3,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
680,8.962776046120291,38.0,6.6,90.0,5000.0,0,33.0,0,50.0,0.0,30.0,8.0,8.0,12.0,149.5,8.0,128.0,8.5,189.0,0.0,1,1,1,1,5.2,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
681,9.957977631757798,62.0,6.7,120.0,5000.0,1,45.0,0,50.0,1.0,30.0,32.0,8.0,4.0,684.6,12.0,256.0,8.55,190.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
683,10.647364918967778,70.0,6.7,120.0,3700.0,1,25.0,1,12.0,1.0,60.0,10.0,8.0,4.0,1507300.0,8.0,512.0,6.9,187.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
684,11.225243392518447,70.0,6.7,60.0,4325.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,655.2,6.0,512.0,7.8,203.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
685,9.53249633228804,48.0,6.82,90.0,6000.0,1,18.0,0,50.0,0.0,30.0,8.0,8.0,6.0,417.1,8.0,128.0,8.7,212.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
686,8.987321812850125,39.0,6.78,60.0,6000.0,0,33.0,0,48.0,0.0,30.0,8.0,8.0,12.0,265.5,4.0,128.0,9.08,205.0,0.0,1,1,1,1,5.0,0.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
687,10.12667110305036,45.0,6.78,90.0,4000.0,1,66.0,0,108.0,0.0,30.0,16.0,8.0,6.0,655.2,8.0,128.0,7.94,191.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
689,9.669749956979736,52.0,6.43,90.0,4500.0,1,30.0,0,64.0,0.0,30.0,16.0,8.0,8.0,655.2,12.0,256.0,7.9,170.0,0.0,1,1,1,1,5.1,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
690,9.281823473598047,34.0,6.51,60.0,5000.0,1,18.0,0,13.0,0.0,30.0,8.0,8.0,12.0,655.2,4.0,64.0,8.0,182.0,0.0,1,1,1,1,5.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
691,9.634302680518132,40.0,6.5,90.0,5000.0,1,15.0,0,48.0,0.0,30.0,8.0,8.0,8.0,655.2,4.0,128.0,9.7,214.0,0.0,1,1,1,1,5.0,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
692,9.536040511615484,38.0,6.5,60.0,5000.0,1,15.0,0,48.0,0.0,30.0,8.0,8.0,12.0,152.8,4.0,128.0,8.9,205.0,0.0,1,1,1,1,5.0,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
693,10.350784704892536,65.0,6.5,120.0,4500.0,1,25.0,1,12.0,1.0,60.0,32.0,8.0,7.0,655.2,8.0,256.0,8.4,190.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
699,8.006367567650246,14.0,4.7,60.0,2000.0,0,33.0,0,5.0,0.0,30.0,2.0,4.0,6.0,655.2,1.0,8.0,8.4,130.0,0.0,1,1,1,1,4.1,0.0,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
703,9.147399507239015,47.0,6.68,90.0,6000.0,1,44.0,0,50.0,0.0,30.0,8.0,8.0,12.0,278.2,8.0,128.0,8.09,199.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
704,9.708141544619421,57.0,6.78,120.0,5000.0,1,45.0,1,50.0,1.0,30.0,50.0,8.0,6.0,444.8,8.0,256.0,7.75,180.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
705,9.945888779412279,57.0,6.7,120.0,4500.0,1,66.0,0,50.0,0.0,30.0,60.0,8.0,6.0,594.1,8.0,256.0,6.88,168.0,0.0,1,1,1,1,5.2,1.0,0.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
708,8.85366542803745,36.0,6.6,90.0,5000.0,0,33.0,0,13.0,0.0,30.0,8.0,8.0,12.0,230.0,4.0,128.0,8.55,186.0,0.0,1,1,1,1,5.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
709,11.459446098657143,79.0,6.43,120.0,5000.0,1,66.0,0,50.0,1.0,60.0,16.0,8.0,4.0,1521700.0,16.0,512.0,10.1,231.0,0.0,1,1,1,1,5.3,1.0,0.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
710,10.543647900218245,67.0,6.7,120.0,4700.0,1,45.0,1,50.0,1.0,60.0,32.0,8.0,4.0,1124200.0,12.0,256.0,8.6,201.2,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
711,9.128674681311304,35.0,6.7,60.0,5000.0,1,25.0,0,50.0,0.0,60.0,8.0,8.0,12.0,227.1,4.0,64.0,8.8,195.0,0.0,1,1,1,1,5.3,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
712,11.020336700842106,77.0,6.7,120.0,5000.0,1,100.0,0,50.0,1.0,24.0,16.0,8.0,4.0,1516900.0,16.0,256.0,8.53,205.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
713,10.203592144986466,63.0,6.67,120.0,5000.0,1,120.0,0,108.0,1.0,30.0,20.0,8.0,5.0,655.2,8.0,256.0,8.6,202.0,0.0,1,1,1,1,5.3,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
714,9.082507000466299,38.0,6.71,60.0,5000.0,1,18.0,0,50.0,0.0,30.0,5.0,8.0,6.0,317.1,4.0,128.0,8.29,190.0,0.0,1,1,1,1,5.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
716,9.350102314351341,38.0,6.51,60.0,5000.0,1,18.0,0,50.0,0.0,30.0,16.0,8.0,12.0,655.2,4.0,64.0,8.4,193.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
717,9.602618918280172,43.0,6.4,90.0,5000.0,1,15.0,0,48.0,1.0,30.0,13.0,8.0,12.0,655.2,4.0,64.0,8.4,186.0,0.0,1,1,1,1,5.0,1.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
721,9.210340371976184,43.0,6.53,60.0,6000.0,1,18.0,0,48.0,0.0,30.0,8.0,8.0,11.0,253.6,4.0,64.0,9.6,198.0,0.0,1,1,1,1,5.0,0.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
723,9.210340371976184,34.0,6.53,60.0,5000.0,0,33.0,0,13.0,0.0,30.0,5.0,8.0,12.0,655.2,4.0,128.0,9.0,196.0,0.0,1,1,1,1,5.0,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
724,9.720918965232649,40.0,6.5,60.0,5000.0,1,18.0,0,12.0,0.0,30.0,16.0,8.0,11.0,655.2,4.0,64.0,8.9,192.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
725,9.700868794164293,25.0,6.1,60.0,3400.0,0,33.0,0,13.0,0.0,30.0,8.0,8.0,16.0,655.2,3.0,32.0,8.45,160.0,0.0,1,1,1,1,4.2,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
727,10.278877571816428,36.0,6.59,60.0,4000.0,0,33.0,0,16.0,0.0,30.0,16.0,8.0,12.0,254.2,4.0,128.0,8.8,196.8,0.0,1,1,1,1,4.2,0.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
731,7.770586160654416,6.0,4.0,60.0,1500.0,0,33.0,0,5.0,0.0,30.0,2.0,2.0,6.0,655.2,512.0,4.0,10.2,130.0,0.0,0,0,1,1,4.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
733,9.159047077588632,44.0,6.74,90.0,5000.0,1,45.0,0,50.0,0.0,30.0,8.0,8.0,12.0,256.7,8.0,256.0,7.74,191.0,0.0,1,1,1,1,5.0,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
734,11.314364764125187,80.0,6.3,120.0,4400.0,1,25.0,1,50.0,1.0,30.0,10.0,8.0,4.0,1770300.0,12.0,1.0,12.1,239.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
735,10.941557059788787,75.0,6.8,120.0,6500.0,1,80.0,0,50.0,1.0,30.0,16.0,8.0,4.0,2158900.0,16.0,512.0,8.9,229.0,0.0,1,1,1,1,5.3,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
736,9.08454923187324,42.0,6.56,90.0,5000.0,1,15.0,0,50.0,0.0,30.0,8.0,8.0,12.0,270.6,8.0,128.0,8.39,185.0,0.0,1,1,1,1,5.0,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
737,8.891098830616636,39.0,6.6,90.0,5000.0,0,33.0,0,50.0,0.0,30.0,8.0,8.0,12.0,655.2,8.0,256.0,8.4,192.0,0.0,1,1,1,1,5.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
738,9.011889433252344,39.0,6.56,60.0,5000.0,1,15.0,0,50.0,0.0,30.0,8.0,8.0,12.0,265.5,4.0,128.0,8.09,186.0,0.0,1,1,1,1,5.0,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
740,9.505993590263188,43.0,6.7,90.0,5000.0,1,25.0,0,50.0,0.0,60.0,13.0,8.0,6.0,306.1,4.0,128.0,8.8,194.0,0.0,1,1,1,1,5.1,0.0,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
744,9.08488031828188,44.0,6.82,90.0,5000.0,1,18.0,0,50.0,0.0,30.0,8.0,8.0,12.0,270.5,8.0,128.0,8.32,198.0,0.0,1,1,1,1,5.2,1.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
745,8.68270762989381,32.0,6.6,60.0,5000.0,0,33.0,0,13.0,0.0,30.0,5.0,4.0,12.0,655.2,3.0,64.0,8.9,193.5,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
746,9.798717418124548,57.0,6.6,144.0,5080.0,1,67.0,0,64.0,0.0,30.0,16.0,8.0,5.0,840.5,8.0,128.0,8.87,200.0,0.0,1,1,1,1,5.3,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
747,9.863837267129897,47.0,6.6,90.0,5000.0,1,25.0,0,50.0,1.0,30.0,8.0,8.0,6.0,304.9,6.0,128.0,8.4,195.0,0.0,1,1,1,1,5.0,1.0,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
751,9.429556219952412,41.0,6.51,60.0,5000.0,1,18.0,0,50.0,0.0,30.0,16.0,8.0,12.0,655.2,4.0,128.0,8.4,193.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
752,9.546812608597396,38.0,6.8,60.0,6000.0,1,18.0,0,13.0,0.0,30.0,8.0,8.0,12.0,655.2,6.0,128.0,9.1,212.0,0.0,1,1,1,1,5.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
757,9.321470213024618,51.0,6.55,90.0,4250.0,1,33.0,0,64.0,0.0,30.0,16.0,8.0,8.0,655.2,8.0,128.0,6.81,157.0,0.0,1,1,1,1,5.1,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
