urun_id,urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık
918,9.615805480084347,3.828641396489095,6.5 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,18 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,7 nm,384.400 Puan,6 GB,128 GB,8.92 mm,190 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.1,Var,Android,Yok
920,8.84262036961723,3.295836866004329,6.5 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,8 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,28 nm,,2 GB,32 GB,8.9 mm,190 Gram,Plastik,Yok,Var,Var,Var,Var,4.2,Yok,Android,Var
921,9.104979856318357,3.6375861597263857,6.51 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Var,18 W,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,11 nm,,4 GB,128 GB,8.41 mm,192.3 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
922,9.264832345131866,3.8501476017100584,6.43 İnç,AMOLED,FHD+,60 Hz,5000 mAh,Var,33 W,Yok,48 MP,Yok,2160p (Ultra HD) 4K,30 fps,13 MP,8 Çekirdek,11 nm,325.100 Puan,4 GB,64 GB,8.29 mm,178.8 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
923,10.09655615242672,3.6888794541139363,6.8 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Var,18 W,Yok,48 MP,Yok,1440p (Quad HD) 2K,30 fps,16 MP,8 Çekirdek,12 nm,,6 GB,128 GB,9.2 mm,207 Gram,,Yok,Var,Var,Var,Var,,Yok,Android,Yok
924,9.89346246888904,3.6109179126442243,6.82 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Var,18 W,Yok,16 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,11 nm,,4 GB,64 GB,9.1 mm,206 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
929,9.433563920090563,3.4965075614664802,6.3 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,3 GB,64 GB,9.04 mm,185 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
932,9.305650551780507,3.258096538021482,5.86 İnç,IPS LCD,HD+,60 Hz,3000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,3 GB,32 GB,8.1 mm,163 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
943,8.006367567650246,2.8903717578961645,5.0 İnç,Super AMOLED,HD,60 Hz,2600 mAh,Yok,,Yok,8 MP,Yok,720p (HD),30 fps,5 MP,4 Çekirdek,28 nm,,1.5 GB,8 GB,7.9 mm,138 Gram,Plastik,Yok,Yok,Yok,Var,Var,4.0,Yok,Android,Yok
944,7.868445598152976,2.8903717578961645,5.0 İnç,Super AMOLED,HD,60 Hz,2600 mAh,Yok,,Yok,8 MP,Yok,720p (HD),30 fps,5 MP,4 Çekirdek,28 nm,,1.5 GB,8 GB,7.9 mm,138 Gram,Plastik,Yok,Var,Var,Var,Var,4.0,Yok,Android,Yok
